hotel_name,hotel_description,review_title,review_text,tripdate,hotel_url,hotel_image,price_range,rating_value,review_count,street_address,locality,country,sentiment_rate,sentiment_rate_average
Sanctuary Hotel New York,"Sanctuary Hotel New York brings an authentic Manhattan lifestyle boutique hotel experience and European inspired hospitality to New York City. ""Winner of the International Hotel of the Year 2011 at the European Hospitality Awards"", the Sanctuary Hotel New York is located in the heart of the theatre district and Times Square at 47th St. between Sixth Avenue and Seventh Avenue. Our discrete luxury lifestyle hotel offers personalized service and stylish accommodations with 111 well-appointed rooms, richly decorated with a warm palette that include deep orange, chocolate brown and cognac. Over-sized leather headboards compliment the luxurious sheets, duvets and terry while crystal chandeliers add glamour and an overall ambiance that is both inviting and warm.",Great Hotel!,"The hotel gave us the best service we have ever had - and this was our second trip to NYC recently and chose the Sanctuary again. Jonathan (doorman) and the entire staff are exceptional. My wife and I highly recommend this hotel to all, especially those who wish to stay near Times Square and the Theater district.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60763-d93525-Reviews-Sanctuary_Hotel_New_York-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/25/34/16/sanctuary-hotel-new-york.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,4936,132 West 47TH Street,New York City,United States,0.998813271522522,0.6491908922791481
The Empire Hotel,"Nestled on our own private corner of West 63rd Street between two legendary New York City landmarks - Lincoln Center and Central Park - this boutique NYC hotel provides luxury accommodations overlooking the Broadway / Columbus Avenue - the gateway to the Upper West Side. Location is essential to the spirit of the Empire Hotel and the interior motif and design is inspired by the earth tones of Central Park and the stately modernism of Lincoln Center. 427 Deluxe guest rooms and suites, WiFi, Pool Deck open seasonally, PJ Clarke’s Restaurant, Rooftop Lounge, Lobby Lounge. Fun fact, The Empire Hotel was featured in Gossip Girl. Join us for a Chuck Bass cocktail at the Lobby Lounge.",Lovely Stay in an Excellent Location + Great Service,"Our family of 4 enjoyed our stay at the Empire between Christmas and New Years.   First the PROs: 1. Fantastic location adjacent to Lincoln Center! Within minutes of the subway, buses, food, Central Park, etc.  Another perk is it's around the corner from a TKTs outpost, where you can line up for discount Broadway tickets inside a comfortable building lobby rather than Times Square (and sleep in more before lining up!) Starbucks is in between the lobby and TKTs so you can get provisions on the way for standing in line. 2. Impressive service. Everyone we encountered from the doormen, front desk staff, to housekeeping were friendly and helpful.  For example, when we checked in, we saw that the blackout roman shades in our room were inoperable, so it was as dark as night and we", December 2023,https://www.tripadvisor.com/Hotel_Review-g60763-d671150-Reviews-The_Empire_Hotel-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/29/38/be/d3/empire-hotel-new-york.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),3.5,8748,44 West 63rd Street,New York City,United States,0.9989307522773743,0.29947583824396135
The FIDI Hotel,"Welcome to the FIDI Hotel and get ready to set the stage for a memorable stay in downtown Manhattan , home to an array of exceptional amenities. As a welcome harbor for business travelers and holidaymakers in NYC’s famed Financial District, our brand-new rooms hosts everything you desire for a revitalizing and comfortable stay.",We are in love with this hotel,"My husband and I really enjoyed or stay last week at hotel. We are Canadians who love coming over during Christmas shopping and just soak the beauty of NYC. You can imagine how busy the city can get, but the downtown area is the place to stay during busy season. Restaurants do not have 1 hour wait for dinner, not much traffic happening in general and hotels are really great. We picked the Fidi hotel (first time since we learned it's brand new hotel) and we simply loved it! Very pleasant staff, told us about the area, gave us list of discounted restaurants, even a room upgrade ( really made us happy), taxi when we needed etc.. It's nice to feel welcomed and accommodated at all times. Happy Holidays Fidi!", December 2023,https://www.tripadvisor.com/Hotel_Review-g60763-d23970008-Reviews-The_FIDI_Hotel-New_York_City_New_York.html,https://media-cdn.tripadvisor.com/media/photo-s/2b/2d/63/c1/caption.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,39,11 Stone St,New York City,United States,0.9989157915115356,0.5133876252818752
Hotel Malte - Astotel,"Located in the 2nd district next to the Stock Exchange, the Louvre and Place des Victoires, Hotel Malta provides a superb location for a memorable stay. Whether you want to shop in the heart of the department store neighbourhood or visit one of the main business centres of Paris, Malta Hotel is the place to be. Elegantly concealed behind a facade dating from the seventeenth century, let yourself be seduced by our garden patio, a pleasurable experience on sunny days, our cozy breakfast room, and the relaxing atmosphere of our lobby. After the warm welcome by our professional team, always at your disposal, you will appreciate the comfort of our rooms decorated in an elegant and timeless design. A convenient location , caring personnel and warm atmosphere make Malta Hotel the perfect place for your stay in the capital, whether traveling with family or on your own.",Awesome Paris Hotel!,"Fantastic hotel! Awesome location, great character, super friendly and helpful staff, and great value & variety breakfast buffet. We had 2 kids under 12 who ate free. We had 2 adjoining rooms which was great to allow the kids to go to bed earlier than us. Also, complimentary mini bar (soft drinks) and a bottle of wine & chocolates in the room to welcome us. Oh and a free snack bar in the common area every afternoon! Really couldn’t fault this place. Would definitely come again!", January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d228694-Reviews-Hotel_Malte_Astotel-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/28/e2/b3/e5/outside-view.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,2985,63 rue de Richelieu,Paris,France,0.9988030195236206,0.9983572825789452
Hotel Astoria - Astotel,"At the heart of a quiet street between Opera and major department stores , a short walk from the Gare Saint Lazare, close to Rome station, the Astoria Opera Hotel sits in a central location with direct access to the Champs Elysees - within 10 minutes via Metro, or to the picturesque neighborhood of Montmartre. Our professional and caring staff will welcome you in our cozy lobby, fitted with comfortable leather sofas. Our 86 rooms are decorated with warm colours and contemporary furnishings. They are all carpeted, equipped with satellite TV and feature a private bathroom with hairdryer. This welcoming and cozy atmosphere is intended to make your stay as relaxing and comfortable as possible.",Good hotel,Great place to stat and very clean hotel which is situated in hood location. Metro and shopping areas near by. Service at the restaurant was excellent. Very helpful. Singh was great. Cleani g staff were nice. Will definitely come back soon, January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d230431-Reviews-Hotel_Astoria_Astotel-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/28/e2/b3/e7/hotel-facade.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,2427,42 rue de Moscou 8th Arr.,Paris,France,0.998840868473053,0.9492285504937172
Novotel Paris Les Halles,"The Novotel Paris Les Halles is a 4 star hotel in the centre of Paris with direct Metro and RER train connections to Charles de Gaulle and Orly airports, the major train stations, Disneyland Paris and major Paris attractions including the Pompidou Centre, the Louvre, Notre Dame and more. The hotel offers 285 rooms, nine meeting rooms for conferences and seminars. Ideal for a business trip or holiday in Paris, the hotel also features a bar, restaurant and a quiet patio to ensure you a pleasant stay.",Comfortable stay in a great location,Rooms are comfortable and warm. Wi-Fi is available. Mattress is reasonable firm but pillows are soft. Toilet is clean but water pressure is average.   There is a room safe and Nespresso machine. No kettle. The minibar is well stocked.  Lots of plugs for bedside chargers and laptops.   Breakfast had a good selection with an egg station.   Staff were helpful and most speak English as well as French., January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d197424-Reviews-Novotel_Paris_Les_Halles-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/26/99/25/88/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,6929,8 Place Marguerite de Navarre,Paris,France,0.9989074468612671,0.9488729014992714
La Maison Favart,"La Maison Favart opened on April, 13th 2012 after 1 year and a half of renovation. 31 Bedrooms, 5 suites, 1 Duplex and La Petite Maison are proposed to you. It is a 4 star hotel, serving a very nice buffet breakfast. A honesty bar, a sauna, a relaxing pool, a fitness room are at the disposal of our guests. In every room, you can find air conditionning, king size bed, minibar, safety box, TV with free moovies, coffee and tea facilities.","La Maison Favart, Je t'aime","Upon entering the hotel you are warmly greated by both staff and decor. Instead of of a cold, sterile lobby, you enter into a tastefuuly decorated Salon with over-stuffed sofa's and Louis XV chairs. This is by far, the cleanest hotel I have ever stayed in. Because it is a boutique hotel, they are able to provide fresh bed linens and towels every day.  ", December 2023,https://www.tripadvisor.com/Hotel_Review-g187147-d232552-Reviews-La_Maison_Favart-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/14/0f/dc/c8/street-v18381850.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,2265,"5, Rue de Marivaux 2nd Arr",Paris,France,0.9956670999526978,0.998532059788704
Grand Hotel du Palais Royal,"Un hôtel 5 étoiles au coeur de Paris ! Grâce à sa situation privilégiée, à la fois historique et culturelle, le Grand Hôtel du Palais Royal bénéficie d'atouts uniques au cœur de Paris. A deux pas du Palais Royal et de son romantique jardin à la française, avoisinant le Louvre, et le Jardin des Tuileries, il offre un véritable havre de paix dans la capitale.","Everything we were looking for, location, service and facilities.","Excellent location cannot be beaten. The staff is excellent, courteous always smiling. We were contacted in advance to know our preferences and special requests. Very quite location. Will definitively stay in the future again. True to its SLH hotel. The only thing that was quite pricey was the minibar and a bottle of sparkling water for  EUR23 at Café 52, is really excessive.", January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d617625-Reviews-Grand_Hotel_du_Palais_Royal-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/d1/25/97/exterior-facade.jpg,$$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,1502,4 Rue de Valois,Paris,France,0.9987101554870605,0.7991549521684647
Hotel Maison Mere,"Bienvenue chez Maison Mère, la Maison des belles Maisons. Un hôtel 4* identitaire, niché en plein cœur de Paris, dans le Village Montholon, quartier authentique du 9e arrondissement. Une demeure de caractère, parisienne mais à contre-courant, qui ne laisse aucun détail au hasard. Nid chiquement douillet, les 51 chambres et 2 suites dotées du top de la technologie et du confort, ont une décoration vintage chinée au gré de nos rencontres, et deviennent le prolongement de votre maison. Maison Mère, c'est bien plus qu'un hôtel : foyer festif et vivier créatif, la Maison accueille notamment une galerie d'art évolutive et un pop up store de créateurs. Nectar, le restaurant & cocktail bar propose une expérience gastronomique. Le coworking café est l'endroit idéal pour vos team building ou business lunch. Rythmé par les évènements, Maison Mère est un véritable nid social et repère de quartier où voyageurs et voisins cohabitent en toute simplicité.",Perfect- comfort and style,This small boutique hotel is an incredible value for the price.  The rooms are well appointed with ultra comfortable beds and high quality bedding.   The bathroom was sparklingly clean and had nice towels(with a warmer) and toiletries.   The staff were universally friendly and helpful.  The stars were the breakfast crew.  Delicious offerings.  Nothing better than fresh baguette and superior cheeses to start the day.  Perfect coffee and all with friendly smiles and good cheer.   This will be my pied a terre when I return to Paris each and every time.  Also comfortable walking distance to all central Paris plus the 7 metro is a two block walk and will get you anywhere else you wish to go., January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d228757-Reviews-Hotel_Maison_Mere-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/29/51/89/a4/hotel-maison-mere-exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,641,7 rue Mayran,Paris,France,0.9988473653793335,0.9488312989473343
Hotel des Arts - Montmartre,"Looking for a place to stay in Paris? Then look no further than Hotel des Arts - Montmartre, a romantic hotel that brings the best of Paris to your doorstep. Hotel des Arts Paris, Montmartre, offers guests an array of room amenities including a flat screen TV, a desk, and blackout curtains, and getting online is possible, as free wifi is available and Air Conditioning in all the room with personal command. The hotel offers a 24 hour front desk, a concierge, and baggage storage, to make your visit even more pleasant. The property also features breakfast. Guests arriving by vehicle have access to parking. Close to some of Paris' most popular landmarks, such as Champs-Elysees (1.7 mi) and Louvre Museum (1.7 mi), Hotel Des Arts is a great destination for tourists. Paris has plenty of French restaurants. So when you’re here, be sure to check out popular spots like 58 Tour Eiffel, Le Bouillon Chartier, and L'Avenue, which are serving up some great dishes. Paris is also known for some great castles, including Luxembourg Palace, Castel Beranger, and Chateau de la Reine Blanche, which are not too far from Hotel des Arts - Montmartre. We’re sure you’ll enjoy your stay at Hotel des Arts - Montmartre as you experience everything Paris has to offer.",Vraiment très agréable !,"Very friendly staff. We received a walking tour, restaurant recommendations and boutique recommendations upon arrival. Perfect location and very clean.  We did the walking tour of Montmartre which we recommend to do as it’s the perfect start to your Paris trip.", January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d506900-Reviews-Hotel_des_Arts_Montmartre-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/23/19/ce/hotel-des-arts-montmartre.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,3755,5 rue Tholoze,Paris,France,0.9984751343727112,0.998250587284565
Hotel Joke - Astotel,"Located in the 9th district, between Montmartre and Opera, the hotel Joke Astotel is the ideal place to fully enjoy the Parisian lifestyle. The big Department Stores (Galeries Lafayette and the Printemps) and famous theatres neighboring the hotel will satisfy your shopping needs and allow you quick access to the many cultural events of the city. The unique and modern interior design hidden by the Haussman-style facade of this Parisian hotel will provide cheerfulness and joie de vivre for residing clients. In addition, the architect P. Maidenberg's play on light with mirrors and big soundproof windows will guarantee comfort and peace of mind in this warm, playful, and one-of-its-kind ambience. Thanks to its surprising and joyful atmosphere, as well as its generous breakfast, 24-hour reception, and free Wi-Fi available in the whole building, the dedicated staff of the Joke Astotel will do its best to indulge your every need so that your stay with us is an unforgettable experience!",Week end,Very comfortable hotel with great staff. Varied and healthy breakfast buffet. Smart to visit the  city center. Good space in the room. Located near Moulin Rouge and Pigalle district. Very good both for couples and families  Beverages and snacks offered, January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d287896-Reviews-Hotel_Joke_Astotel-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/28/e8/2a/83/hotel-facade.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,2196,69 Rue Blanche,Paris,France,0.9955430626869202,0.9974550485610962
Passy Eiffel Hotel,"Looking for a place to stay in Paris? Then look no further than Passy Eiffel Hotel, a romantic hotel that brings the best of Paris to your doorstep. Free wifi is offered to guests, and rooms at Passy Eiffel Hotel offer flat screen TV, air conditioning, and a minibar.During your stay, take advantage of some of the amenities offered, including a 24 hour front desk , honnesty bar and baggage storage. Guests of Passy Eiffel Hotel are also welcome to enjoy breakfast buffet, located on site. For travelers arriving by car, parking is available across the street.Given the close proximity of popular landmarks, such as Eiffel tower and Champs Elysees. Guests of Passy Eiffel Hotel can easily experience some of Paris' most well known attractions. We’re sure you’ll enjoy your stay at Passy Eiffel Hotel as you experience everything Paris has to offer.",Hotel Passy Excellence,"Hotel Passy was a highlight for our stay. The ease of the reservation and constant communication made us feel comfortable and stress-less coming so far from home. What a beautiful location and the staff were not only welcoming but made us feel very special. The views from our window were fantastic of the twinkling tower, the room was very comfortable and clean, and the breakfast was beyond amazing. Thank you Hotel Passy for helping to make our trip to Paris perfect. I would highly recommend this hotel to any future travelers. ", January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d315160-Reviews-Passy_Eiffel_Hotel-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/13/5e/96/06/salon-hotel-passy-eiffel.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,1190,10 rue de Passy,Paris,France,0.9982059001922607,0.7991457983851433
Best Western Plus La Demeure,"Best Western Plus La Demeure is housed in an elegant Haussmannian building in Paris's legendary Latin Quarter and has been entirely redecorated by two young designers, Flavie Papin and Paul Jouan. Their innovative approach created unusual, pleasing spaces that are practical, beautiful and full of light. This family-run establishment offers you a warm welcome and a totally unique experience, particularly in the remarkable themed suites. Book on our site for the best rates.",Mon sejour a la demeure,"It's my third stay there. I like the place, well located in Paris 5th, and its services. The people are helpful and the breakfast is great. I could have used an alarm clock and a heating system that worked better, The lack of French and American newspaper is odd.", December 2023,https://www.tripadvisor.com/Hotel_Review-g187147-d276923-Reviews-Best_Western_Plus_La_Demeure-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/21/f7/ca/c3/facade.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,1041,51 boulevard Saint Marcel,Paris,France,0.9969712495803833,0.9484726816415787
Hotel 34B - Astotel,"You'll be amazed by the 100% French interiors at Hotel 34B. This 3-star hotel, ideal for a cultural holiday or shopping trip in Paris, is close to the Galeries Lafayette, Printemps Haussmann and Grand Boulevards. Culture fans will enjoy the hotel's closeness to the Folies Bergères, Opéra Garnier and Musée Grévin. Right next to a metro station on lines 8 and 9, you can travel all over Paris in a flash. A charming 3-star hotel in Paris' 9th arrondissement, with its delicate and detailed design, Hotel 34B stands out from the crowd. The interior decoration and French soul of the hotel ensure a purely Français experience! With its innovative and original design and 3-star service, you will be delighted by Hotel 34B. Stay in one of its 128 rooms, each decorated in an unusual style. Exceptional comfort with high quality, spacious 2-metre beds. Use the free WiFi to organise your days. Enjoy your breakfast with fresh and varied produce in the cosy lobby, then relax on the comfy sofas in the lounge. Travel guides and other books on France are at your disposal, to introduce you to the riches of the country and perhaps help you organise your trips. Soft drinks and snacks are available at the open bar in the afternoon. The attentive staff and warm atmosphere at Hotel 34B will make your stay in Paris truly memorable.",Well located hotel,"Well located hotel close to Grand Boulevards metro station. Staff v helpful at check-in (pre-check in was done online) and check-out and both only took a few minutes. Our triple room was great, split into 2 rooms, also with 2 bathrooms. Beds were comfortable, with crisp white bed linen and our room on 2nd floor was quiet. Mini bar had some courtesy water and soft drinks. From 2pm courtesy refreshments (tea, coffee, biscuits, soft drinks) are available on ground floor which is nice and Monoprix near by if you need anything else. Very happy with our stay!", January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d9566832-Reviews-Hotel_34B_Astotel-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/28/de/a0/c3/hotel-facade.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,3399,34 Rue Bergere,Paris,France,0.9988817572593689,0.9862314313650131
Hotel La Comtesse,,AN ABSOLUTE JOY!,"I stayed in this hotel during the 2023  Christmas season. This hotel was everything I wanted! I requested a room facing the Eiffel Tower and this hotel did not disappoint. I looked forward to the nightly show of twinkling lights! The rooms are very nicely appointed and they have a restaurant in the lobby that is quite lovely.  The very best of this hotel is Paul! He is the heart of this hotel. He is kind, engaging and very helpful. I looked forward to seeing his smiling face, each day! I hope everyone gets to experience this level of service. I would stay here again and again! I hope to see Paul on my next visit!!", December 2023,https://www.tripadvisor.com/Hotel_Review-g187147-d10159593-Reviews-Hotel_La_Comtesse-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/0d/83/4c/c3/hotel-la-comtesse.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,962,29 Avenue De Tourville,Paris,France,0.9986059069633484,0.9986825913190842
Cler Hotel,"Le Cler Hotel est un hotel de 26 chambres, il se situe dans une très belle rue pietonne, à quelques pas seulement de la Tour Eiffel et des Invalides. A la fois delicieusement classique et resolument contemporaine, cette adresse accueillante de la rive gauche fait la part-belle au design sans renoncer a la simplicite.",Great!,"Great location! Everything you want to visit is within a radius of 2 kilometers, so you can visit everything on foot. The hotel is very tidy, the staff is hospitable. Breakfast is served at the hotel, otherwise in France breakfast is not the best part. My rating for the hotel is 4/5 stars, but because of the BASITH receptionist who is at your service 24/7 and is always smiling and willing to help, my rating is 5/5 for Hotel Cler!", January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d266280-Reviews-Cler_Hotel-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/66/30/85/cler-hotel.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,1076,24 B rue Cler,Paris,France,0.9985964894294739,0.9968293324112892
Hotel Marignan Champs-Elysees,"Hotel Marignan Champs Elysées 5 star is ideally located at 12 Rue de Marignan, a quiet street in the 8th Arrondissement, which connects the Champs-Elysees and the Avenue Montaigne, Mecca of Parisian shopping, in the center of the famous Parisian Golden Triangle. As the parisian hotel sits only steps from the Grand Palais as well as from many prestigious art galleries, its address has a natural association with both art and culture. At the Marignan Champs Elysées, customer service is about making guests feel welcome and ensuring a bespoke experience. The luxurious hotel offers 45 rooms and 5 suites , an innovative bar , a private screening room and a seasonal restaurant. In 2012, the interior architect Pierre Yovanovitch, icon of New French Style, transformed the Marignan Champs Elysées Hotel into an island of contemporary luxury, a serene and confidential stop in the heart of the capital. In 2014, the decoration of the Canopée restaurant is directed by the drawings of Julien Colombier and the technology, AV Exciters agency, architecture of lights. This offers the experience of a green haven in the heart of the hotel. All rates include WIFI broadband Internet access, tax and service. Every room and suite offer in-room Tea and Coffee facility.",Amazing hotel and stay,"Perfect location, superb room. Wonderful staff who work here and decent breakfast.  It was my wifes birthday on our visit and the amazing staff put birthday balloons up all over the room & amazing cake", December 2023,https://www.tripadvisor.com/Hotel_Review-g187147-d228779-Reviews-Hotel_Marignan_Champs_Elysees-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/1d/0a/76/7c/hotel-prestigieux-parisien.jpg,$$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,1142,12 rue de Marignan 08 Arr.,Paris,France,0.9988922476768494,0.8990522116422653
Hotel Piapia,"Welcome to the PiaPia, where a “friends & family” atmosphere awaits! Nestled in the heart of Paris’s 20th arrondissement between Nation and Père Lachaise, it has a real neighbourhood feel about it. This welcoming, creative, fun-packed haunt will awaken your dormant inner child and offer a wealth of discoveries and encounters. The ideal recipe for families at the weekend and businesspeople during the week. A contemporary concept blending vibrancy and comfort. This is anything but a soulless hotel chain. The creative energy of the place is channelled into making life more positive and more serene! Chat away to your heart's content in the lounges, the kitchen, or the PiaPia Room, which is available for private bookings but also serves as a games room for children on Saturdays and Sundays. Come in and make yourself at home!",Wonderful,I loved staying at PiaPia in particular because of the lovely and helpful staff. The location is also great because of its proximity to Bastille and Le Marais. The local bistro L'Escale at 5 min walking from the hotel is also worth a lunch or dinner., January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d9453876-Reviews-Hotel_Piapia-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/2b/2f/4c/a7/lobby-view.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,461,14 rue des Maraichers,Paris,France,0.9984530210494995,0.745906138420105
Hotel Moliere,"New four star boutique hotel in chic 1st arrondissement. Our 4* hotel sits in a prime central location in the heart of Paris. Within walking distance of the River Seine, Place Vendome, the Louvre and the Jardin de Tuileries and the Opera Garnier, the 1st arrondissement is considered Paris's most prestigious district. This historic area offers the best of culture and entertainment with traditional architecture style and elegant French formal gardens, world-famous museums, haute-couture and jewellery shops, antiques dealers and art galleries.","My daughter and I loved our stay! Location was great, staff helpful and rooms comfortable. We’ll be back!",My daughter and I loved our stay at the Hotel Molière. The location is excellent- so close to the Louvre and walking distance to almost any big attraction. Our room was super clean and comfortable and much more modern and spacious than we expected. We’ll be back!!, January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d232545-Reviews-Hotel_Moliere-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/09/f5/fb/3c/street--v10311060.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,1092,21 rue Moliere 1st Arr.,Paris,France,0.9989374279975891,0.8489006355404853
citizenM Paris Champs-Elysees,"Picasso, Hemingway, Fitzgerald – there's a reason artists have always flocked to Paris. It's the city of love, of lights, and now another citizenM. Our fourth Parisian hotel stands on the world's most luxurious street – Champs-Élysées. ​Unlike the usual high prices and la-di-da hospitality you find on the avenue, citizenM gives you affordable luxury in a prime location. When you arrive at our can't-miss hotel, there's no long queue at reception. Self-check-in takes only a minute at our kiosks – or use our app to check-in before you arrive. The second-floor living room is packed with art, books and oh-so-comfy Vitra furniture. Feeling peckish? Slide over to canteenM – it's open 24/7 and expands onto an amazing outdoor terrace with bistro-style furniture and chic loungers. There's an intimate, awning-covered courtyard for all-weather dining. The 8th-floor cloudM bar serves shaken and stirred cocktails with a side of Eiffel Tower views. At the front is a terrace overlooking the iconic Champs-Élysées. At the back, an expansive hideout and lusciously green inner courtyard. Is this a place to dine, date or party? We think so! Our hot & cold breakfast buffet comes with unique local treats, familiar favorites, and healthy options for everyone — including vegans and vegetarians. Pile your plate with warm pastries, scrambled eggs, fresh fruit, and more.","Excellent hotel, in amazing location.",Super friendly staff. Very personable.   Great facilities. Multiple bars and working / lounging areas in hotel.   Tech enabled hotel. Lots of tech to make your stay easier / more fun.   Amazing location. Right in the heart of the city.  Good value for money.   Would recommend for any type of stay., January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d23338812-Reviews-CitizenM_Paris_Champs_Elysees-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/29/52/1c/02/paris-champs-elysees.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,269,128 rue la Boetie,Paris,France,0.9988893866539001,0.8986657530069351
Hotel du Danube Saint Germain,"A charming 3-star hotel in the heart of Saint Germain des Pres, family owned since 1962. We offer a choice of standard rooms (small and economical), some superior rooms and a few family rooms. All our bedrooms feature private facilities; they vary in size and comfort according to their rates; all the rooms are very personalized (with cable-TV, telephone, individual safe). The entire hotel is air-conditioned except our standard rooms. We look forward to welcoming you to our hotel!",such an incredible expereince!,Such an amazing place and the staff were so lovely. Its a magical place and can't wait to go back for a longer stay next time. The food at the restaurant was incredible and we loved exploring the chateau and admiring all the period features. The gardens were magnificent., January 2024,https://www.tripadvisor.com/Hotel_Review-g187147-d194279-Reviews-Hotel_du_Danube_Saint_Germain-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/23/e1/27/c2/hotel-du-danube-facade.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,679,58 rue Jacob,Paris,France,0.9985265731811523,0.9986621186137199
Hotel B55,,"Remote location, sub par breakfast","The location is too remote from any “point of interest” for walking (definitely not worth it for the breakfast). WiFi pretty weak. Toilet seat has permanent stains on it. High quality toiletries. While the room is well insulated from the outside, not so from the hallway, of which every noise can be heard. The hotel controls the climate system and the room was way too hot - in December… Breakfast was a chaos everyday. Breakfast area is small with kids of all sizes all over the place.  Many things run out all the time., tables were not cleared for a long time. We thought that the pastries were not in par - not for France, not for a 4 stars hotel.", December 2023,https://www.tripadvisor.com/Hotel_Review-g187147-d15106280-Reviews-Hotel_B55-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/23/b5/c2/ec/guest-room.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,340,55 rue Boussingault,Paris,France,-0.9994524121284485,0.8478665024042129
Hotel Europe Saint Severin,"Friendly and comfortable property located in the heart of the Latin quarter on a pedestrian street. The hotel is within easy walking distance of many of the city's touristic sights, including Notre Dame, Saint Germain des Pres, the Luxembourg Garden, the Louvre and the Orsay Museum. Very easy to reach from both airports and railway stations, the establishment is the perfect place for a cultural or professional stay in Paris.",Fantastic Location - Lovely staff,"Not a large hotel chain in a very good location in the Latin quarter - restaurants next door, markets very close, train very close, walking distance to major attractions. helpful English speaking front counter staff made our stay comfortable and memorable. Thankyou, can't wait to get back to Paris!", December 2023,https://www.tripadvisor.com/Hotel_Review-g187147-d250927-Reviews-Hotel_Europe_Saint_Severin-Paris_Ile_de_France.html,https://media-cdn.tripadvisor.com/media/photo-s/29/09/5d/6b/exterior.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,2951,38 rue Saint Severin,Paris,France,0.9988742470741272,0.8484093472361565
